cost        CG2        HBCS        ScaleStar
2        8695.45        13070.15        8693.33
3        6153.1        9484.41        6166.27
4        5179.78        7302.07        5184.52
5        4571.92        5784.66        4806.17
6        4177.12        4175.44        4806.17
7        3927.79        3992.09        4806.17
8        3733.31        3835.7        4806.17
9        3583.83        3745.31        4806.17
10        3471.93        3696.54        4806.17
11        3376.8        3641.36        4806.17
12        3297.19        3589.87        4806.17
13        3230.42        3546.4        4806.17
14        3177.78        3496.28        4806.17
15        3128.98        3455.64        4806.17
16        3085.69        3430.53        4806.17
17        3046.81        3404.37        4806.17
18        3014.94        3374.89        4806.17
19        2985.72        3355.67        4806.17
20        2957.9        3335.09        4806.17
21        2933.58        2933.58        4806.17
