cost        CG2        HBCS        ScaleStar
2        944.35        1134.54        951.15
3        684.25        944.14        874.44
4        640.48        843.2        665.76
5        574.81        773.5        631.76
6        526.43        564.82        559.94
7        444.76        526.01        530.82
8        425.21        502.07        426.49
9        410.02        426.84        416.78
10        382        388.03        392.84
11        361.04        362.95        383.14
12        345.91        432.9        348.36
13        338.77        345.56        348.36
14        326.23        364.24        348.36
15        318.47        325.42        348.36
16        304.56        317.66        348.36
17        301.64        317.66        348.36
18        294.84        315.75        348.36
19        289.74        310.86        348.36
20        282.56        310.86        348.36
21        279.65        279.65        348.36
