cost        CG2        HBCS        ScaleStar
1        1020.06        867.19        931.36
2        892.44        706.54        758.74
3        589.49        706.54        546.24
4        587.83        616.44        546.24
5        523.66        706.54        546.24
6        524.39        411.59        460.39
7        385.49        418.42        386.23
8        374.27        418.42        364.84
9        350.33        382.72        364.84
10        350.33        361.51        364.84
11        340.12        361.51        336.22
12        300.81        332.89        311.5
13        300.53        332.89        311.5
14        282.57        332.89        311.5
15        288.98        332.89        311.5
16        273.4        332.89        311.5
17        258.4        311.5        311.5
18        257.67        311.5        311.5
19        257.67        311.5        311.5
20        250.98        250.98        311.5
