cost        CG2        HBCS        ScaleStar
2        552.38        591.48        591.48
3        432.1        604.44        441.03
4        407.45        503.71        407.45
5        333.71        459.51        353.26
6        278.04        353.26        353.26
7        259.98        326.63        278.04
8        278.04        326.63        278.04
9        252.61        282.43        259.98
10        231.08        282.43        248.78
11        222.04        249.28        231.08
12        210.99        247.07        223.71
13        214.43        247.07        223.71
14        205.82        235.88        223.71
15        196.54        217.82        223.71
16        191.13        217.82        223.71
17        196.54        217.82        223.71
18        188.92        217.82        223.71
19        182.46        217.82        223.71
20        180.24        208.96        223.71
21        180.24        180.24        223.71
