cost        CG2        HBCS        ScaleStar
2        870.7        981.7        981.7
3        778.05        889.05        830.82
4        578.38        889.05        578.38
5        514.55        670.95        578.38
6        483.67        662.74        578.38
7        483.67        557.95        578.38
8        423.04        423.04        423.04
9        367.01        396.4        392.15
10        351.92        396.4        392.15
11        336.48        396.4        392.15
12        324.58        371.26        367.01
13        324.93        371.26        340.38
14        299.04        357.94        340.38
15        289.78        357.94        340.38
16        283.29        327.06        340.38
17        299.04        327.06        340.38
18        281.79        327.06        340.38
19        274.24        327.06        340.38
20        274.24        327.06        340.38
21        274.24        274.24        340.38
