cost        CG2        HBCS        ScaleStar
2        1349.42        1279.22        1279.22
3        1044.22        1121.34        1073.52
4        823.84        941.21        823.84
5        789.91        941.21        759.24
6        647.11        941.21        759.24
7        647.11        812.79        681.04
8        578.19        656.39        578.19
9        556.8        578.19        525.56
10        499.64        552.12        525.56
11        467.34        504.8        525.56
12        462.56        496.98        491.28
13        448.07        496.98        465.21
14        432.52        496.98        465.21
15        408.72        475.45        465.21
16        408.65        444.36        465.21
17        408.72        444.36        465.21
18        390.61        444.36        465.21
19        381.28        444.36        465.21
20        374.83        444.36        465.21
21        374.83        374.83        465.21
