cost        CG2        HBCS        ScaleStar
2        1147.48        1147.59        1169.48
3        943.79        1056.21        973.55
4        769.87        860.29        780.81
5        698.68        847.64        689.44
6        591.36        591.48        682.14
7        584.07        591.48        591.48
8        498.75        477.58        498.75
9        487.13        477.58        468.3
10        454.48        477.58        468.3
11        423.91        430.68        468.3
12        428.2        430.68        435.64
13        391.94        422.14        407.17
14        385.52        422.14        407.17
15        367.64        391.68        407.17
16        367.64        391.68        407.17
17        349.18        391.68        407.17
18        349.9        391.68        407.17
19        340.76        391.68        407.17
20        332.22        391.68        407.17
21        328.06        328.06        407.17
