cost        CG2        HBCS        ScaleStar
2        860.65        1036.82        1036.82
3        769.06        945.24        807.32
4        637.1        945.24        701.5
5        545.51        674.09        609.91
6        513.42        609.91        577.82
7        482.9        538.51        527.25
8        431.55        510.96        442.25
9        394.08        429.15        411.72
10        360.43        397.06        411.72
11        345.16        377.81        384.17
12        345.16        377.81        366.53
13        340.57        377.81        355.83
14        321.44        368.99        355.83
15        308.81        338.46        355.83
16        295.2        338.46        355.83
17        309.42        338.46        355.83
18        298.18        324.68        355.83
19        286.7        324.68        355.83
20        286.7        324.68        355.83
21        286.7        286.7        355.83
