cost        CG2        HBCS        ScaleStar
1        886.07        981.06        1047.15
2        679.74        970.22        857.18
3        638.09        970.22        645.31
4        533.96        907.75        592.82
5        456.19        592.82        592.82
6        428.42        518.66        510.52
7        417.87        493.94        427.22
8        399.45        410.64        402.78
9        365.38        410.64        409.72
10        351.5        382.88        402.78
11        332.34        368.99        378.06
12        336.41        353.72        350.29
13        324.05        353.72        350.29
14        310.05        353.72        350.29
15        301.72        341.36        350.29
16        303.23        323.86        350.29
17        294.18        323.86        350.29
18        286.76        315.72        350.29
19        282.24        315.72        350.29
20        282.24        282.24        350.29
