cost        CG2        HBCS        ScaleStar
1        841.42        1064.12        980.4
2        645.5        1064.12        784.9
3        645.5        1064.12        656.55
4        547.75        918.78        656.55
5        452.76        779.38        550.51
6        420.18        550.51        452.76
7        441.64        441.64        452.76
8        409.06        429.32        432.22
9        375.41        413.02        408
10        359.12        368.54        375.41
11        335.89        369.89        375.41
12        348        403.25        364.29
13        335.89        349.87        364.29
14        319.45        349.87        364.29
15        308.57        329.33        364.29
16        318.35        329.33        364.29
17        306.94        329.33        364.29
18        296.85        329.33        364.29
19        293.52        329.33        364.29
20        293.52        293.52        364.29
