cost        CG2        HBCS        ScaleStar
2        930.35        1380        1212.55
3        835        1128.82        983.05
4        709.78        991.98        793.5
5        615        923.55        709.78
6        500.25        923.55        641.35
7        453.22        595.02        595.02
8        500.25        607.63        500.25
9        453.22        499.19        472.34
10        417.94        499.19        472.34
11        386.7        429.7        449.53
12        372.75        402.26        417.94
13        386.7        402.26        402.5
14        365.03        392.78        402.5
15        351.87        364.87        402.5
16        335.78        364.87        402.5
17        348.99        364.87        402.5
18        335.78        364.87        402.5
19        324.3        364.87        402.5
20        324.3        364.87        402.5
21        324.3        324.3        402.5
