cost        CG2        HBCS        ScaleStar
2        965.08        952.14        968.08
3        882.2        853.11        850.32
4        615.54        853.11        672.91
5        588.1        680.99        573.89
6        509.48        677.99        511.2
7        473.81        514.79        514.79
8        428.96        514.79        428.96
9        393.3        433.19        395.95
10        381.05        406.86        395.95
11        364.55        406.86        376.83
12        339.85        387.74        375.74
13        348.54        387.74        349.42
14        332.04        354.73        349.42
15        319.48        354.73        349.42
16        306.84        335.71        349.42
17        303.91        335.71        349.42
18        295.49        335.71        349.42
19        290.58        335.71        349.42
20        288.98        335.71        349.42
21        281.53        281.53        349.42
