cost        CG2        HBCS        ScaleStar
2        1183.62        1341.72        1341.72
3        909.07        1257.36        1038.7
4        836.61        1222.09        909.07
5        745.66        1004.7        789.44
6        637.93        846.6        716.98
7        561.35        637.93        637.93
8        561.35        611.58        561.35
9        533.23        546.76        533.23
10        494.49        501        511.63
11        461.13        490.2        482.73
12        455.25        483.72        461.13
13        447.06        470.55        461.13
14        433.89        458.79        461.13
15        415.93        430.67        461.13
16        402.57        430.67        461.13
17        401.6        430.67        461.13
18        393.17        430.67        461.13
19        381.54        430.67        461.13
20        371.54        430.67        461.13
21        371.54        371.54        461.13
