cost        CG2        HBCS        ScaleStar
2        745        1001        1001
3        645.55        675.02        575.58
4        503.32        584.29        575.58
5        428.38        512.04        575.58
6        362.08        512.04        484.84
7        378.65        512.04        412.59
8        362.86        412.59        362.86
9        332.62        346.29        362.86
10        291.96        346.29        346.29
11        276.84        333.03        308.53
12        268.55        308.94        308.53
13        279.92        283.67        291.96
14        264.79        278.7        291.96
15        255.72        278.7        291.96
16        240.21        278.7        291.96
17        256.51        278.7        291.96
18        242.46        278.7        291.96
19        235.24        278.7        291.96
20        235.24        278.7        291.96
21        235.24        278.7        291.96
