cost        CG2        HBCS        ScaleStar
2        1274.15        1459.66        1459.66
3        1058.11        1367.44        1149.84
4        889.45        1179.59        950.44
5        776.26        1064.16        858.22
6        666.75        963.69        764.29
7        662.96        707.62        703.3
8        603.61        687.3        605.77
9        569.8        589.76        575.03
10        521.62        557.25        554.7
11        487.42        540.99        523.39
12        474.62        509.68        523.39
13        474.62        495.61        490.88
14        455.51        495.61        490.88
15        440.14        495.61        490.88
16        423.68        464.86        490.88
17        429.97        464.86        490.88
18        415.42        454.7        490.88
19        402.9        454.7        490.88
20        395.51        454.7        490.88
21        395.51        395.51        490.88
