cost        CG2        HBCS        ScaleStar
2        647        651.1        696.15
3        647        564.82        439.88
4        391.42        548.89        398.37
5        372.02        516.38        398.37
6        326.12        357        351.69
7        337.6        293.25        282.62
8        274.12        282.62        277.31
9        249.33        268.46        247.92
10        224.9        236.94        247.92
11        223.06        237.47        247.92
12        213.36        238.35        223.12
13        213.63        223.98        223.12
14        201.24        220.79        223.12
15        194.33        213.35        223.12
16        186.04        213.35        223.12
17        195.5        213.35        223.12
18        188.06        213.35        223.12
19        179.78        201.88        223.12
20        179.78        201.88        223.12
21        179.78        179.78        223.12
