cost        CG2        HBCS        ScaleStar
2        743.38        961        799.08
3        561.69        795.65        682.2
4        487.76        718.11        552.58
5        437.16        718.11        471.61
6        378.72        601.24        471.61
7        378.72        413.18        413.18
8        348.36        393.7        348.36
9        321.38        328.88        348.36
10        299.77        296.48        321.38
11        275.38        296.48        321.38
12        256.71        290        301.9
13        269.49        290        280.29
14        256        290        280.29
15        246.26        263.01        280.29
16        238.16        253.27        280.29
17        246.26        253.27        280.29
18        238.16        253.27        280.29
19        225.84        253.27        280.29
20        225.84        253.27        280.29
21        225.84        225.84        280.29
