cost        CG2        HBCS        ScaleStar        OPT
1        464.18        464.18        464.18        464.18
2        361.32        361.32        361.32        361.32
3        288.65        288.65        288.65        288.65
4        271.22        304.59        271.22        271.22
5        252.31        263.43        252.31        252.31
6        246.01        290.99        246.01        246.01
7        218.31        218.31        218.31        218.31
8        199.4        199.4        199.4        199.4
9        181.98        193.1        181.98        181.98
10        175.67        229.72        175.67        175.67
11        169.86        210.8        169.86        169.86
12        166.71        204.5        169.86        166.71
13        158.53        169.65        158.53        158.53
14        152.72        152.22        152.22        152.22
15        146.42        146.42        146.42        146.42
16        143.26        143.51        146.42        143.26
17        140.36        143.51        146.42        140.36
18        134.69        143.51        146.42        134.69
19        131.54        131.79        146.42        131.54
20        128.64        128.64        146.42        128.64
