cost        CG2        HBCS        ScaleStar        OPT
1        425.3        459.94        425.3        425.3
2        354.32        354.32        354.32        354.32
3        284.62        319.26        284.62        284.62
4        272.94        272.94        272.94        272.94
5        249.77        249.77        249.77        249.77
6        245.88        260.61        249.77        245.88
7        214.29        248.92        214.29        214.29
8        202.6        202.6        202.6        191.12
9        179.44        179.44        179.44        179.44
10        171.72        237.17        171.72        171.72
11        167.82        225.48        171.72        167.82
12        163.96        179.15        171.72        163.96
13        155.99        155.99        155.99        155.99
14        148.27        148.27        148.27        148.27
15        144.38        144.41        148.27        144.38
16        140.51        144.41        148.27        140.51
17        138.57        144.41        148.27        138.57
18        138.57        136.55        148.27        136.55
19        130.7        132.69        148.27        130.7
20        126.84        126.84        148.27        126.84
