cost        CG2        HBCS        ScaleStar        OPT
1        635.08        635.08        635.08        635.08
2        552.2        595.98        595.98        552.2
3        419.18        588.11        419.18        419.18
4        399.62        529.46        399.62        399.62
5        372.21        529.46        372.21        372.21
6        352.66        352.66        352.66        352.66
7        311.22        352.66        346.15        311.22
8        283.81        352.66        330.49        283.81
9        264.26        264.26        264.26        264.26
10        257.75        264.26        257.75        257.75
11        248.61        264.26        248.61        248.61
12        234.8        234.8        242.09        234.8
13        228.28        234.8        242.09        228.28
14        225.02        234.8        242.09        219.14
15        212.63        234.8        212.63        212.63
16        209.37        220.06        212.63        209.37
17        201.54        220.06        212.63        201.54
18        197.89        220.06        212.63        197.89
19        194.63        213.55        212.63        194.63
20        186.81        186.81        212.63        186.81
