cost        CG2        HBCS        ScaleStar        OPT
1        768.15        768.15        768.15        768.15
2        607.5        641.92        641.92        607.5
3        481.28        607.5        481.28        481.28
4        446.85        578.81        446.85        446.85
5        418.16        544.39        418.16        418.16
6        400.95        383.74        383.74        383.74
7        366.52        383.74        383.74        366.52
8        337.84        383.74        372.26        337.84
9        303.41        303.41        303.41        303.41
10        291.94        303.41        291.94        291.94
11        282.38        303.41        282.38        282.38
12        276.64        276.64        270.9        270.9
13        265.16        276.64        270.9        265.16
14        255.6        263.25        270.9        255.6
15        244.12        263.25        244.12        244.12
16        238.39        263.25        244.12        238.39
17        230.74        263.25        244.12        230.74
18        225        242.21        244.12        225
19        220.22        242.21        244.12        220.22
20        214.48        214.48        244.12        214.48
