cost        CG2        HBCS        ScaleStar        OPT
1        935.15        935.15        935.15        935.15
2        735.4        909.22        735.4        735.4
3        567.52        709.48        567.52        567.52
4        541.6        541.6        541.6        541.6
5        532.96        541.6        532.96        532.96
6        467.65        609.6        457.66        457.66
7        441.72        441.72        441.72        441.72
8        383.71        576.31        433.08        383.71
9        357.79        576.31        357.79        357.79
10        349.15        408.43        349.15        349.15
11        329.81        408.43        349.15        329.81
12        324.5        324.5        321.17        321.17
13        311.53        324.5        315.85        311.53
14        296.52        296.52        315.85        296.52
15        287.88        296.52        287.88        287.88
16        283.55        282.53        287.88        282.53
17        271.23        282.53        287.88        271.23
18        266.91        282.53        287.88        266.91
19        266.91        282.53        287.88        265.88
20        252.92        252.92        287.88        252.92
