cost        CG2        HBCS        ScaleStar        OPT
1        731.5        777.4        777.4        731.5
2        659.25        745.1        666.9        659.25
3        484.15        634.6        484.15        484.15
4        451.85        451.85        451.85        451.85
5        428.9        451.85        451.85        428.9
6        392.78        470.98        396.6        392.78
7        360.48        360.48        360.48        360.48
8        337.52        360.48        349.71        337.52
9        305.22        440.52        305.22        305.22
10        294.46        330.02        294.46        294.46
11        286.81        330.02        294.46        286.81
12        274.77        274.77        276.04        274.77
13        264        274.77        264        264
14        256.35        256.35        264        256.35
15        245.58        256.35        245.58        245.58
16        240.2        247.14        245.58        240.2
17        236.38        247.14        245.58        236.38
18        230.35        247.14        245.58        230.35
19        224.97        247.14        245.58        224.97
20        215.76        215.76        245.58        215.76
