cost        CG2        HBCS        ScaleStar        OPT
1        515.59        517.08        515.59        515.59
2        401.05        404.02        401.05        401.05
3        302.45        401.05        302.45        302.45
4        297.99        299.48        297.99        297.99
5        297.99        346.01        297.99        297.99
6        244.44        343.04        244.44        244.44
7        239.98        241.46        239.98        239.98
8        239.98        241.46        239.98        239.98
9        189.19        323.7        189.19        189.19
10        189.19        222.12        189.19        189.19
11        176.72        222.12        189.19        176.72
12        169.85        171.34        169.85        169.85
13        169.85        171.34        169.85        169.85
14        169.85        171.34        169.85        157.38
15        152.92        154.41        152.92        152.92
16        152.92        154.41        152.92        152.92
17        145.94        145.94        152.92        145.94
18        143.25        145.94        152.92        143.25
19        143.25        145.94        152.92        143.25
20        134.79        134.79        152.92        134.79
