cost        CG2        HBCS        ScaleStar        OPT
1        790.58        839.45        839.45        790.58
2        642.68        804.18        642.68        642.68
3        523.25        684.75        523.25        523.25
4        487.98        487.98        487.98        487.98
5        463.54        487.98        476.22        463.54
6        424.86        509.01        428.26        424.86
7        389.59        389.59        389.59        389.59
8        365.15        389.59        377.83        365.15
9        329.88        476.22        329.88        329.88
10        318.12        356.79        318.12        318.12
11        309.97        356.79        318.12        309.97
12        297.08        297.08        298.21        297.08
13        285.32        297.08        285.32        285.32
14        277.18        277.18        285.32        277.18
15        265.42        277.18        265.42        265.42
16        259.54        267.22        265.42        259.54
17        255.46        267.22        265.42        255.46
18        249.02        267.22        265.42        249.02
19        239.07        267.22        265.42        239.07
20        233.19        233.19        265.42        233.19
