cost        CG2        HBCS        ScaleStar        OPT
1        1097.52        1108.58        1108.58        1097.52
2        905.85        916.9        916.9        905.85
3        735.42        1023.36        735.42        735.42
4        735.42        831.69        735.42        735.42
5        639.59        650.21        650.21        639.59
6        639.59        735.85        650.21        639.59
7        548.85        554.38        554.38        548.85
8        548.85        554.38        554.38        548.85
9        463.64        522.43        463.64        463.64
10        463.64        522.43        463.64        463.64
11        431.69        431.69        435.23        431.69
12        431.69        431.69        435.23        431.69
13        401.45        401.45        403.29        401.45
14        401.45        401.45        403.29        401.45
15        373.04        386.32        373.04        373.04
16        373.04        386.32        373.04        373.04
17        357.07        386.32        373.04        357.07
18        357.07        386.32        373.04        343.72
19        341.95        386.32        373.04        341.95
20        327.74        327.74        373.04        327.74
