cost        CG2        HBCS        ScaleStar        OPT
1        722.32        722.32        722.32        722.32
2        589.3        599.92        599.92        589.3
3        466.9        677.49        466.9        466.9
4        466.9        555.09        466.9        466.9
5        405.7        422.06        422.06        405.7
6        400.39        493.89        407.12        400.39
7        355.55        360.86        360.86        355.55
8        339.19        360.86        345.92        339.19
9        294.35        294.35        294.35        294.35
10        294.35        340.46        294.35        294.35
11        272.18        273.95        279.4        272.18
12        272.18        273.95        259        259
13        251.78        251.78        259        251.78
14        251.78        251.78        259        249.76
15        236.83        240.69        236.83        236.83
16        229.36        240.69        236.83        229.36
17        225.75        240.69        236.83        225.75
18        218.28        240.69        236.83        218.28
19        215.55        240.69        236.83        215.55
20        208.08        208.08        236.83        208.08
