cost        CG2        HBCS        ScaleStar        OPT
1        564.15        564.15        564.15        564.15
2        538.22        538.22        538.22        538.22
3        354.2        533.23        354.2        354.2
4        338.26        338.26        338.26        338.26
5        322.96        324.95        322.96        322.96
6        316.98        323.28        319.63        316.98
7        315.31        323.28        319.63        301.08
8        239.24        253.26        319.63        239.24
9        223.3        223.3        223.3        223.3
10        214.66        218.31        214.66        214.66
11        212        218.31        214.66        212
12        210.34        218.31        214.66        210.34
13        210.34        198.3        214.66        198.3
14        210.34        184.98        183        183
15        178        183.31        179.67        178
16        175.35        183.31        179.67        175.35
17        175.35        200.78        179.67        175.35
18        175.35        167.48        179.67        167.48
19        162.17        165.82        179.67        162.17
20        157.85        157.85        179.67        157.85
