cost        CG2        HBCS        ScaleStar        OPT
1        473.95        483.94        473.95        473.95
2        451.42        451.42        451.42        451.42
3        298.42        451.42        298.42        298.42
4        286.74        451.42        286.74        283.98
5        272        275.9        272.29        272
6        266.44        275.9        272.29        266.44
7        264.64        275.9        272.29        232.34
8        198.98        275.9        272.29        198.98
9        184.52        188.14        184.52        184.52
10        180.63        188.14        184.52        180.63
11        178.68        188.14        184.52        178.68
12        176.88        188.14        184.52        176.88
13        176.88        158.88        184.52        158.88
14        155.27        158.88        155.27        154.99
15        149.43        158.88        155.27        149.43
16        147.62        158.88        155.27        147.62
17        147.62        158.88        155.27        147.62
18        147.62        144.26        155.27        140.64
19        136.75        144.26        155.27        136.75
20        132.99        132.99        155.27        132.99
