cost        CG2        HBCS        ScaleStar        OPT
1        446.2        446.2        446.2        446.2
2        345.9        345.9        345.9        345.9
3        270.25        270.25        270.25        270.25
4        258.35        258.35        258.35        258.35
5        254.38        295.75        254.38        254.38
6        220.1        220.1        220.1        220.1
7        208.2        208.2        208.2        208.2
8        182.28        182.28        182.28        182.28
9        170.38        203.38        170.38        170.38
10        166.41        187.52        166.41        166.41
11        157.77        165.56        157.77        157.77
12        153.66        153.66        153.66        153.66
13        147.71        152.95        149.69        147.71
14        141.05        141.05        141.05        141.05
15        135.1        146.65        137.08        135.1
16        135.1        134.75        137.08        134.75
17        130.78        130.78        137.08        130.78
18        126.74        128.8        137.08        126.74
19        126.74        128.8        137.08        126.39
20        120.44        120.44        137.08        120.44
