cost        CG2        HBCS        ScaleStar        OPT
1        535.5        538.05        535.5        535.5
2        410.98        449.65        449.65        410.98
3        322.58        449.65        322.58        322.58
4        312.38        405.45        312.38        312.38
5        278.38        405.45        312.38        278.38
6        255.21        270.72        268.18        255.21
7        245.01        270.72        268.18        245.01
8        243.74        270.72        253.44        226.31
9        200.81        203.36        200.81        200.81
10        199.54        203.36        200.81        199.54
11        186.08        203.36        186.08        186.08
12        180.91        180.91        186.08        180.91
13        177.08        180.91        186.08        177.08
14        177.08        166.18        186.08        166.18
15        162.35        166.18        163.62        162.35
16        162.35        166.18        163.62        158.81
17        154.98        166.18        163.62        154.98
18        151.12        154.95        163.62        151.12
19        151.12        154.95        163.62        151.12
20        143.76        143.76        163.62        143.76
