cost        CG2        HBCS        ScaleStar        OPT
1        706.12        706.12        706.12        706.12
2        566.3        673.19        566.3        566.3
3        443.9        550.79        443.9        443.9
4        443.9        533.36        443.9        443.9
5        410.96        410.96        410.96        410.96
6        373.99        463.45        399.98        373.99
7        341.05        341.05        341.05        341.05
8        312.79        440.15        330.07        312.79
9        279.85        317.75        279.85        279.85
10        268.87        317.75        268.87        268.87
11        259.45        317.75        268.87        259.45
12        256.55        256.55        248.47        248.47
13        245.57        256.55        245.57        242.98
14        236.15        236.15        245.57        236.15
15        225.17        236.15        225.17        225.17
16        219.68        225.95        225.17        219.68
17        213.51        225.95        225.17        213.51
18        208.02        225.95        225.17        208.02
19        203.31        225.95        225.17        203.31
20        197.82        197.82        225.17        197.82
