cost        CG2        HBCS        ScaleStar        OPT
1        932.38        932.38        932.38        932.38
2        729.44        755.79        755.79        729.44
3        561.78        561.78        561.78        561.78
4        543.92        678.65        543.92        543.92
5        541.69        660.8        543.92        541.69
6        444.69        457.86        457.86        444.69
7        437.99        451.17        453.4        437.99
8        437.99        394.33        453.4        394.33
9        349.7        349.7        349.7        349.7
10        347.47        347.47        349.7        347.47
11        323.99        332.98        323.99        323.99
12        315.13        315.13        319.53        315.13
13        312.9        317.29        319.53        312.9
14        312.9        289.42        289.42        289.42
15        282.73        282.73        284.96        282.73
16        282.73        282.73        284.96        282.73
17        269.87        272.14        284.96        269.87
18        265.44        265.44        284.96        265.44
19        265.44        265.44        284.96        265.44
20        250.36        250.36        284.96        250.36
