cost        CG2        HBCS        ScaleStar        OPT
1        836.28        836.28        836.28        836.28
2        659.48        659.48        659.48        659.48
3        509.45        509.45        509.45        509.45
4        484.59        484.59        484.59        484.59
5        476.3        571.08        476.3        476.3
6        421.05        421.05        421.05        409.58
7        396.19        396.19        396.19        396.19
8        346.04        346.04        346.04        346.04
9        321.18        321.18        321.18        321.18
10        312.89        370.76        312.89        312.89
11        296.17        296.17        296.17        296.17
12        291.71        291.71        291.71        287.88
13        279.28        291.57        283.42        279.28
14        266.7        266.7        266.7        266.7
15        258.42        328.79        258.42        258.42
16        254.27        254.2        258.42        254.2
17        245.91        245.91        258.42        245.91
18        239.54        241.77        258.42        239.54
19        239.54        241.77        258.42        239.47
20        227.04        227.04        258.42        227.04
