cost        CG2        HBCS        ScaleStar        OPT
1        470.28        470.28        470.28        470.28
2        450.51        450.51        450.51        450.51
3        299        299        299        299
4        279.24        279.24        279.24        279.24
5        274.14        279.45        275.84        274.14
6        267.55        269.36        269.25        267.55
7        264.26        247.79        269.25        247.79
8        207.13        206.56        208.26        206.56
9        186.8        186.8        188.5        186.8
10        180.78        180.78        181.91        180.78
11        176.92        176.92        181.91        176.92
12        176.92        179.15        181.91        176.92
13        176.92        159.39        159.39        159.39
14        157.69        152.8        152.8        152.8
15        151.1        149.51        152.8        149.51
16        147.81        204.12        152.8        147.81
17        147.81        162.89        152.8        147.81
18        147.81        143.13        152.8        143.13
19        137.11        137.11        152.8        137.11
20        133.25        133.25        152.8        133.25
