cost        CG2        HBCS        ScaleStar        OPT
1        776.72        776.72        776.72        776.72
2        636.05        711.7        711.7        636.05
3        515.78        716.59        515.78        515.78
4        483.26        651.56        483.26        483.26
5        455.64        455.64        455.64        455.64
6        417.81        423.12        423.12        417.81
7        385.3        412.29        412.29        385.3
8        357.68        357.68        357.68        357.68
9        325.16        325.16        325.16        325.16
10        314.33        390.05        314.33        314.33
11        305.12        325.02        305.12        305.12
12        292.51        292.51        294.28        292.51
13        281.67        373.72        294.28        281.67
14        272.46        308.69        272.46        272.46
15        261.62        276.18        261.62        261.62
16        251.6        265.34        261.62        251.6
17        251.6        259.92        261.62        251.6
18        245.3        259.92        261.62        245.3
19        235.27        259.92        261.62        235.27
20        229.86        229.86        261.62        229.86
