cost        CG2        HBCS        ScaleStar        OPT
1        1070.2        1077.42        1077.42        1070.2
2        1019.62        917.62        917.62        917.62
3        707.25        1001.14        707.25        707.25
4        707.25        841.34        707.25        707.25
5        627.35        630.96        630.96        627.35
6        602.06        761.44        630.96        602.06
7        522.16        551.06        551.06        522.16
8        522.16        551.06        525.63        522.16
9        445.88        445.88        445.88        445.88
10        445.88        445.88        445.88        445.88
11        410.81        410.81        420.45        410.81
12        410.81        419.24        420.45        407.73
13        384.18        384.18        393.81        384.18
14        384.18        384.18        393.81        380.5
15        358.75        366.65        358.75        358.75
16        346.04        366.65        358.75        346.04
17        341.22        366.65        358.75        341.22
18        341.22        366.65        358.75        332.72
19        327.9        366.65        358.75        327.9
20        315.19        315.19        358.75        315.19
