cost        CG2        HBCS        ScaleStar        OPT
1        672.5        697.15        697.15        672.5
2        560.72        586.65        586.65        560.72
3        450.22        654.22        450.22        450.22
4        450.22        543.72        450.22        450.22
5        394.98        407.3        407.3        394.98
6        382.01        488.48        392.99        382.01
7        339.09        352.05        352.05        339.09
8        326.76        352.05        337.74        326.76
9        283.84        283.84        283.84        283.84
10        283.84        283.84        283.84        283.84
11        261.1        265.42        269.53        261.1
12        261.1        265.42        251.11        251.11
13        242.68        242.68        251.11        242.68
14        242.68        242.68        251.11        239.64
15        228.38        242.68        228.38        228.38
16        221.22        231.31        228.38        221.22
17        217.01        231.31        228.38        217.01
18        217.01        231.31        228.38        212.01
19        207.8        231.31        228.38        207.8
20        200.64        200.64        228.38        200.64
