cost        CG2        HBCS        ScaleStar        OPT
1        989.48        989.48        989.48        989.48
2        783.35        817.35        817.35        783.35
3        611.22        611.22        611.22        611.22
4        574.46        731.29        574.46        574.46
5        562.21        598.69        562.21        562.21
6        508.16        488.4        488.4        488.4
7        471.4        476.15        476.15        471.4
8        422.1        422.1        422.1        422.1
9        385.34        385.34        385.34        385.34
10        373.08        461.27        373.08        373.08
11        356.65        387.75        356.65        356.65
12        350.98        350.98        344.4        344.4
13        338.73        370.57        344.4        338.27
14        322.3        333.81        322.3        322.3
15        310.04        321.55        310.04        310.04
16        303.91        315.42        310.04        303.91
17        292.86        315.42        310.04        292.86
18        286.74        286.74        310.04        286.74
19        286.74        286.74        310.04        286.74
20        272.39        272.39        310.04        272.39
