cost        CG2        HBCS        ScaleStar        OPT
1        826.58        826.58        826.58        826.58
2        690.15        757.72        757.72        690.15
3        553.72        758.36        553.72        553.72
4        519.3        689.51        519.3        519.3
5        485.51        655.09        485.51        485.51
6        451.72        451.09        451.09        451.09
7        417.3        451.09        439.61        417.3
8        383.51        451.09        428.35        383.51
9        349.09        349.09        349.09        349.09
10        337.61        349.09        337.61        337.61
11        326.35        349.09        326.35        326.35
12        315.09        315.09        314.88        314.88
13        303.61        315.09        314.88        303.61
14        292.35        315.09        314.88        292.35
15        280.88        298.09        280.88        280.88
16        275.14        298.09        280.88        275.14
17        269.51        298.09        280.88        269.51
18        263.88        275.35        280.88        263.77
19        258.14        275.35        280.88        258.14
20        246.77        246.77        280.88        246.77
