cost        CG2        HBCS        ScaleStar        OPT
1        455.74        455.95        455.95        455.74
2        440.08        440.08        440.08        440.08
3        278.3        300.4        278.3        278.3
4        264.49        264.7        264.7        264.49
5        260.45        260.73        260.73        260.45
6        258.54        258.75        260.73        258.54
7        258.54        258.75        260.73        258.54
8        186.92        186.92        186.92        186.92
9        174.81        175.03        175.03        174.81
10        169.08        169.08        171.06        169.08
11        168.86        169.08        171.06        168.86
12        168.86        169.08        171.06        168.86
13        168.86        157.03        171.06        157.03
14        144.92        145.13        145.13        144.92
15        139.18        139.18        141.17        139.18
16        138.97        139.18        141.17        138.97
17        138.97        139.18        141.17        138.97
18        138.97        142.09        141.17        138.97
19        138.97        130.19        141.17        129.98
20        124.02        124.02        141.17        124.02
