cost        CG2        HBCS        ScaleStar        OPT
1        486.62        486.62        486.62        486.62
2        379.95        409.7        409.7        379.95
3        303.02        411.61        303.02        303.02
4        282.84        371.24        282.84        282.84
5        264.56        264.56        264.56        264.56
6        249.69        244.38        244.38        244.38
7        229.5        251.6        237.65        229.5
8        211.23        211.23        211.23        211.23
9        191.04        191.04        191.04        191.04
10        184.31        233.82        184.31        184.31
11        178.22        193.45        178.22        178.22
12        173.26        173.26        171.49        171.49
13        166.53        184.56        171.49        166.53
14        163.16        164.37        160.44        160.44
15        153.71        157.64        153.71        153.71
16        150.34        157.64        153.71        150.34
17        144.82        144.82        153.71        144.82
18        141.45        141.45        153.71        141.45
19        138.41        141.45        153.71        138.41
20        135.04        135.04        153.71        135.04
