cost        CG2        HBCS        ScaleStar        OPT
1        631.4        672.2        672.2        631.4
2        518.78        590.6        590.6        518.78
3        409.97        590.6        409.97        409.97
4        391.84        549.8        391.84        391.84
5        355.58        355.58        355.58        355.58
6        348.78        355.58        351.04        348.78
7        312.86        355.58        337.44        312.86
8        272.06        355.58        337.44        272.06
9        253.93        258.46        253.93        253.93
10        244.86        258.46        253.93        244.86
11        240.33        258.46        240.33        240.33
12        238.06        258.46        240.33        238.06
13        221.56        226.09        240.33        221.56
14        231.26        226.09        240.33        212.49
15        205.69        226.09        207.96        205.69
16        201.16        209.91        207.96        201.16
17        198.89        209.91        207.96        198.89
18        191.77        196.31        207.96        191.77
19        189.51        196.31        207.96        189.51
20        182.71        182.71        207.96        182.71
