cost        CG2        HBCS        ScaleStar        OPT
1        764.15        766.7        765        764.15
2        594.58        596.28        594.58        594.58
3        449.65        596.28        449.65        449.65
4        442        444.55        442.85        442
5        442        511.06        442.85        442
6        359.34        359.34        359.34        359.34
7        356.79        359.34        357.64        356.79
8        356.79        359.34        357.64        356.79
9        281.78        330.93        281.78        281.78
10        280.93        330.93        281.78        280.93
11        280.93        330.93        281.78        273.49
12        252.52        255.07        253.37        252.52
13        252.52        255.07        253.37        252.52
14        252.52        255.07        253.37        234.88
15        227.23        228.08        228.08        227.23
16        227.23        228.08        228.08        227.23
17        215.44        215.44        228.08        215.44
18        213.03        215.44        228.08        213.03
19        213.03        215.44        228.08        213.03
20        200.39        200.39        228.08        200.39
