cost        CG2        HBCS        ScaleStar        OPT
1        429.32        438.25        438.25        429.32
2        381.3        414.88        382.58        381.3
3        278.88        359.2        278.88        278.88
4        278.88        359.2        278.88        278.88
5        251.04        331.36        255.5        251.04
6        227.02        227.66        227.66        227.02
7        203.65        227.66        227.66        203.65
8        199.19        227.66        219.87        199.19
9        175.81        175.81        175.81        175.81
10        168.02        175.81        168.02        168.02
11        166.53        175.81        168.02        166.53
12        158.53        158.53        158.74        158.53
13        150.74        158.53        158.74        150.74
14        149.25        158.53        158.74        149.25
15        141.46        149.89        141.46        141.46
16        136.82        149.89        141.46        136.82
17        136.82        140.61        141.46        136.82
18        132.82        140.61        141.46        132.82
19        128.18        140.61        141.46        128.18
20        124.28        124.28        141.46        124.28
