cost        CG2        HBCS        ScaleStar        OPT
1        721.08        721.08        721.08        721.08
2        584.22        682.61        595.7        584.22
3        458.85        682.61        458.85        458.85
4        458.85        557.24        458.85        458.85
5        396.16        420.39        420.39        396.16
6        390.42        494.55        407.57        390.42
7        351.96        357.7        357.7        351.96
8        327.74        357.7        344.88        327.74
9        289.28        289.28        289.28        289.28
10        276.45        289.28        276.45        276.45
11        266.47        266.47        276.45        266.47
12        266.47        268.38        276.45        255.56
13        245.57        245.57        255.56        245.57
14        245.57        245.57        255.56        245.57
15        232.75        245.57        232.75        232.75
16        226.34        234.17        232.75        226.34
17        221.35        234.17        232.75        221.35
18        214.94        234.17        232.75        214.94
19        210.9        234.17        232.75        210.9
20        204.49        204.49        232.75        204.49
