cost        CG2        HBCS        ScaleStar        OPT
1        283.55        283.55        283.55        283.55
2        219.38        235.52        235.52        219.38
3        171.35        228.3        171.35        171.35
4        164.12        211.51        164.12        164.12
5        160.51        204.29        161.72        160.51
6        139.26        140.11        140.11        139.26
7        132.04        140.11        137.7        132.04
8        115.25        140.11        132.11        115.25
9        108.02        108.02        108.02        108.02
10        104.41        108.02        105.62        104.41
11        100.02        108.02        100.02        100.02
12        97.33        97.33        97.61        97.33
13        94.92        94.92        97.61        94.92
14        93.72        94.92        97.61        89.32
15        86.92        89.57        86.92        86.92
16        85.71        89.57        86.92        85.71
17        82.91        86.92        86.92        82.91
18        80.36        81.57        86.92        80.36
19        80.36        81.57        86.92        79.98
20        76.36        76.36        86.92        76.36
