cost        CG2        HBCS        ScaleStar        OPT
1        380.15        380.15        380.15        380.15
2        285.8        323.2        323.2        285.8
3        228.85        323.2        228.85        228.85
4        220.92        294.72        220.92        220.92
5        200.38        294.72        220.92        200.38
6        192.44        194.42        192.44        190.6
7        172.75        194.42        192.44        172.75
8        169.78        194.42        182.95        162.12
9        144.28        144.28        144.28        144.28
10        141.3        144.28        142.29        141.3
11        134.78        144.28        142.29        134.78
12        127.56        127.56        132.8        127.56
13        124.58        127.56        132.8        124.58
14        118.07        127.56        132.8        118.07
15        115.09        127.56        116.08        115.09
16        115.09        119.2        116.08        113.32
17        110.35        119.2        116.08        110.35
18        107.73        119.2        116.08        107.73
19        106.73        109.71        116.08        106.73
20        101.99        101.99        116.08        101.99
