cost        CG2        HBCS        ScaleStar        OPT
1        462.98        462.98        462.98        462.98
2        452.92        452.92        452.92        452.92
3        284.05        284.05        284.05        284.05
4        271.72        275.55        271.72        271.72
5        266.55        266.62        267.62        266.55
6        265.56        266.62        267.62        265.56
7        265.56        265.56        267.62        265.56
8        265.56        203.3        267.62        203.3
9        179.08        182.9        179.08        179.08
10        173.9        173.98        174.97        173.9
11        172.91        173.98        174.97        172.91
12        172.91        172.91        174.97        172.91
13        172.91        160.52        174.97        160.52
14        148.19        152.02        148.19        148.19
15        143.02        143.09        144.08        143.02
16        142.03        143.09        144.08        142.03
17        142.03        142.03        144.08        142.03
18        142.03        150.6        144.08        142.03
19        142.03        130.62        144.08        130.62
20        126.59        126.59        144.08        126.59
