cost        CG2        HBCS        ScaleStar        OPT
1        834.38        834.38        834.38        834.38
2        683.93        683.93        683.93        683.93
3        554.3        554.3        554.3        554.3
4        554.3        554.3        554.3        554.3
5        489.49        584.48        489.49        489.49
6        454.85        454.85        454.85        448.9
7        414.26        471.21        414.26        414.26
8        390.04        390.04        390.04        390.04
9        349.45        449.61        349.45        349.45
10        335.92        368.43        335.92        335.92
11        327.85        356.89        327.85        327.85
12        316.3        416.46        316.3        314.32
13        302.77        335.28        302.77        302.77
14        294.7        294.7        294.7        294.7
15        281.17        281.17        281.17        281.17
16        274.4        274.4        281.17        274.4
17        264.59        274.4        281.17        264.59
18        264.59        274.4        281.17        263.6
19        253.79        274.4        281.17        253.79
20        247.03        247.03        281.17        247.03
