cost        CG2        HBCS        ScaleStar        OPT
1        955.78        955.78        955.78        955.78
2        801.92        801.92        801.92        801.92
3        641.7        641.7        641.7        641.7
4        641.7        806.81        641.7        641.7
5        561.59        646.59        561.59        561.59
6        538.64        538.64        538.64        538.64
7        484.66        566.48        484.66        484.66
8        458.53        458.53        458.53        458.53
9        404.55        539.77        404.55        404.55
10        386.56        431.82        386.56        386.56
11        377.85        377.85        377.85        377.85
12        370.2        359.85        370.2        359.85
13        343.49        359.85        343.49        343.49
14        343.49        343.49        343.49        343.21
15        325.5        325.5        325.5        325.5
16        316.5        316.5        325.5        316.5
17        308.32        316.5        325.5        308.32
18        308.32        316.5        325.5        303.15
19        294.97        316.5        325.5        294.97
20        285.98        285.98        325.5        285.98
