cost        CG2        HBCS        ScaleStar        OPT
1        1011.32        1011.32        1011.32        1011.32
2        807.75        807.75        807.75        807.75
3        642.85        642.85        642.85        642.85
4        642.85        812.64        642.85        642.85
5        560.4        705.96        589.51        560.4
6        541.06        652.62        541.06        541.06
7        487.72        487.72        487.72        487.72
8        458.61        487.72        469.95        458.61
9        405.28        405.28        405.28        405.28
10        387.5        405.28        387.5        387.5
11        371.35        377.79        371.35        371.35
12        371.35        377.79        371.35        360.01
13        343.86        364.05        353.57        343.86
14        343.86        343.86        353.57        343.86
15        326.08        330.12        326.08        326.08
16        317.19        326.08        326.08        317.19
17        309.12        312.34        326.08        309.12
18        309.12        312.34        326.08        303.45
19        295.38        312.34        326.08        295.38
20        286.49        286.49        326.08        286.49
