cost        CG2        HBCS        ScaleStar        OPT
1        912.82        968.5        968.5        912.82
2        759.82        921.75        819.32        759.82
3        610.65        772.58        610.65        610.65
4        610.65        772.58        610.65        610.65
5        536.06        697.99        563.9        536.06
6        506.31        489.31        489.31        489.31
7        459.56        489.31        489.31        459.56
8        431.72        489.31        473.73        431.72
9        384.98        384.98        384.98        384.98
10        369.39        384.98        369.39        369.39
11        360.11        384.98        369.39        360.11
12        350.2        350.2        344.53        344.53
13        334.61        350.2        344.53        334.61
14        325.33        325.33        344.53        325.33
15        309.75        325.33        309.75        309.75
16        301.96        307.94        309.75        301.96
17        297.32        307.94        309.75        297.32
18        292.36        307.94        309.75        289.53
19        279.93        307.94        309.75        279.93
20        272.14        272.14        309.75        272.14
