cost        CG2        HBCS        ScaleStar        OPT
1        466.4        466.4        466.4        466.4
2        371.62        371.62        371.62        371.62
3        285.78        361.42        285.78        285.78
4        275.58        275.58        275.58        275.58
5        270.48        319.14        272.18        263.25
6        233.29        308.94        233.29        232.65
7        219.69        223.09        219.69        219.69
8        217.99        223.09        219.69        210.76
9        180.16        180.16        180.16        180.16
10        175.06        180.16        176.76        175.06
11        165.85        205.59        176.76        165.85
12        159.27        162.67        159.27        159.27
13        157.57        162.67        159.27        157.57
14        157.57        148.36        159.27        148.36
15        143.26        144.96        144.96        143.26
16        143.26        144.96        144.96        143.26
17        136.21        137.8        144.96        136.21
18        134.51        137.8        144.96        134.51
19        134.51        137.8        144.96        132.46
20        127.36        127.36        144.96        127.36
