cost        CG2        HBCS        ScaleStar        OPT
1        935.4        935.4        935.4        935.4
2        764.12        795.15        795.15        764.12
3        623.88        860.6        623.88        623.88
4        623.88        720.35        623.88        623.88
5        549.08        549.08        549.08        549.08
6        538.24        650.22        549.08        538.24
7        463.44        478.95        478.95        463.44
8        463.44        478.95        478.95        463.44
9        393.31        393.31        393.31        393.31
10        393.31        393.31        393.31        393.31
11        364.77        364.77        368.38        364.77
12        364.77        369.94        368.38        364.77
13        339.83        341.39        345        339.83
14        339.83        341.39        345        333.32
15        316.46        327.12        316.46        316.46
16        304.77        327.12        316.46        304.77
17        302.19        327.12        316.46        302.19
18        302.19        327.12        316.46        292.3
19        289.72        302.19        316.46        289.72
20        278.03        278.03        316.46        278.03
