cost        CG2        HBCS        ScaleStar        OPT
1        296.31        296.31        296.62        296.31
2        233.51        233.51        233.51        233.51
3        174.23        174.23        174.23        174.23
4        171.36        171.36        171.68        171.36
5        171.36        201        171.68        171.36
6        142.35        142.35        142.35        142.35
7        139.48        139.48        139.8        139.48
8        139.48        139.48        139.8        139.48
9        109.2        129.18        109.2        109.2
10        108.88        128.86        109.2        108.88
11        108.88        128.86        109.2        105.38
12        98.26        98.26        98.58        98.26
13        98.26        98.26        98.58        98.26
14        98.26        89.01        89.01        89.01
15        88.06        88.06        88.38        88.06
16        88.06        88.06        88.38        88.06
17        83.06        83.28        88.38        83.06
18        82.74        82.96        88.38        82.74
19        82.74        82.96        88.38        82.74
20        77.64        77.64        88.38        77.64
