cost        CG2        HBCS        ScaleStar        OPT
1        642.12        642.12        642.12        642.12
2        526.52        552.02        552.02        526.52
3        426.65        592.19        426.65        426.65
4        426.65        466.81        426.65        426.65
5        376.71        376.71        376.71        376.71
6        363.96        376.71        376.71        363.96
7        314.02        314.02        314.02        314.02
8        314.02        314.02        314.02        314.02
9        268.98        383.23        268.98        268.98
10        268.98        293.13        268.98        268.98
11        248.08        248.08        252.33        248.08
12        248.08        248.08        237.31        237.31
13        231.43        233.06        231.43        231.43
14        231.43        233.06        231.43        228.99
15        216.42        225.55        216.42        216.42
16        208.91        225.55        216.42        208.91
17        205.97        225.55        216.42        205.97
18        205.97        225.55        216.42        200.59
19        197.65        208.91        216.42        197.65
20        190.14        190.14        216.42        190.14
