cost        CG2        HBCS        ScaleStar        OPT
1        445.8        458.12        458.12        445.8
2        401.6        433.69        396.92        396.92
3        291.52        372.49        291.52        291.52
4        291.52        328.29        291.52        291.52
5        260.92        267.09        267.09        260.92
6        238.82        236.49        236.49        236.49
7        214.39        214.39        214.39        214.39
8        208.23        214.39        214.39        208.23
9        183.79        258.02        183.79        183.79
10        175.64        196.82        175.64        175.64
11        173.59        196.82        175.64        173.59
12        166.22        166.22        165.44        165.44
13        156.02        156.02        158.08        156.02
14        156.02        156.02        158.08        156.02
15        147.88        150.92        147.88        147.88
16        142.78        150.92        147.88        142.78
17        142.78        150.92        147.88        142.78
18        139.09        150.92        147.88        138.7
19        133.99        142.14        147.88        133.99
20        129.92        129.92        147.88        129.92
