cost        CG2        HBCS        ScaleStar        OPT
1        814.31        815.26        814.62        814.31
2        639.21        640.16        639.52        639.21
3        469.52        470.16        469.52        469.52
4        469.21        470.16        469.52        469.21
5        469.21        552.61        469.52        469.21
6        381.98        382.61        381.98        381.98
7        381.66        382.61        381.98        381.66
8        381.66        381.98        381.98        381.66
9        296.66        296.98        296.98        296.66
10        296.66        352.79        296.98        296.66
11        296.66        352.79        296.98        296.66
12        267.47        267.79        267.79        267.47
13        267.47        267.79        267.79        267.47
14        267.47        267.79        267.79        260.85
15        239.14        239.46        239.46        239.14
16        239.14        239.46        239.46        239.14
17        239.14        239.46        239.46        227.42
18        224.55        225.29        239.46        224.55
19        224.55        225.29        239.46        224.55
20        210.38        210.38        239.46        210.38
