cost        CG2        HBCS        ScaleStar        OPT
1        622.1        622.1        622.1        622.1
2        510.32        510.32        510.32        510.32
3        413.42        413.42        413.42        413.42
4        395.58        418.52        395.58        395.58
5        364.97        408.32        364.97        364.97
6        354.78        405.99        354.78        354.78
7        309.09        309.09        309.09        309.09
8        278.49        278.49        278.49        278.49
9        260.64        303.99        260.64        260.64
10        250.44        371.21        250.44        250.44
11        244.49        274.31        244.49        244.49
12        239.39        243.71        244.49        239.39
13        225.86        269.21        225.86        225.86
14        215.66        215.66        215.66        215.66
15        209.71        209.71        209.71        209.71
16        204.61        206.73        209.71        204.61
17        201.63        216.12        209.71        201.63
18        201.63        198.27        209.71        198.27
19        189.34        189.34        209.71        189.34
20        184.24        184.24        209.71        184.24
