cost        CG2        HBCS        ScaleStar        OPT
1        1179.05        1179.05        1179.05        1179.05
2        967.4        971.22        971.22        967.4
3        759.58        759.58        759.58        759.58
4        759.58        867.31        759.58        759.58
5        688.6        797.61        688.6        688.6
6        653.75        655.66        655.66        653.75
7        582.78        691.79        584.69        582.78
8        549.84        549.84        549.84        549.84
9        478.86        656.51        478.86        478.86
10        478.86        514.56        478.86        478.86
11        443.59        443.59        444.22        443.59
12        443.59        443.59        444.22        443.38
13        408.95        419.93        408.95        408.95
14        408.95        408.1        408.95        408.1
15        385.29        408.1        385.29        385.29
16        373.46        408.1        385.29        373.46
17        367.65        373.46        385.29        367.65
18        355.83        373.46        385.29        355.83
19        350.34        373.46        385.29        350.34
20        338.51        338.51        385.29        338.51
