cost        CG2        HBCS        ScaleStar        OPT
1        617.33        617.33        617.79        617.33
2        456.36        456.36        456.36        456.36
3        360.53        360.53        360.53        360.53
4        356.38        356.38        356.84        356.38
5        356.38        316.75        356.84        316.75
6        307.08        373.81        307.54        307.08
7        275.21        275.21        275.67        275.21
8        275.21        275.21        275.67        275.21
9        225.91        347.21        226.37        225.91
10        225.91        249.53        226.37        225.91
11        209.93        248.15        209.93        209.93
12        209.47        202.99        209.93        202.99
13        198.85        198.85        199.31        198.85
14        198.85        192.08        199.31        192.08
15        182.41        182.41        182.88        182.41
16        182.41        182.41        182.88        182.41
17        174.2        174.2        182.88        174.2
18        168.89        174.2        182.88        168.89
19        168.89        174.2        182.88        168.89
20        160.67        160.67        182.88        160.67
