cost        CG2        HBCS        ScaleStar        OPT
1        351.68        378.88        378.88        351.68
2        287.92        287.92        287.92        287.92
3        228.85        268.8        228.85        228.85
4        220.35        222.48        220.35        220.35
5        199.31        199.31        199.31        199.31
6        196.12        220.14        197.19        196.12
7        167.44        167.44        167.44        167.44
8        164.25        167.44        165.31        163.4
9        144.28        144.28        144.28        144.28
10        141.09        195.42        142.15        141.09
11        133.37        149.09        134.43        133.37
12        132.69        149.09        134.43        132.3
13        123.8        125.93        123.8        123.8
14        118.21        118.21        123.8        118.21
15        115.02        118.21        116.08        115.02
16        112.22        114.35        116.08        112.22
17        111.16        114.35        116.08        111.16
18        111.16        114.35        116.08        109.04
19        105.85        112.22        116.08        105.85
20        101.99        101.99        116.08        101.99
