cost        CG2        HBCS        ScaleStar        OPT
1        427.01        427.01        427.01        427.01
2        270.82        427.01        427.01        270.82
3        270.82        256.16        270.82        256.16
4        256.16        256.16        256.16        248.83
5        248.83        256.16        251.28        248.83
6        248.83        232.01        251.28        214.73
7        170.74        170.74        251.28        170.74
8        163.41        170.74        251.28        163.41
9        170.74        170.74        170.74        163.41
10        163.41        232.01        165.85        158.7
11        163.41        144.04        165.85        139.15
12        142.26        142.26        165.85        136.71
13        137.38        142.26        165.85        136.71
14        134.93        142.26        165.85        134.93
15        134.93        142.26        137.38        134.93
16        134.93        142.26        137.38        123.14
17        134.93        142.26        137.38        120.69
18        123.14        142.26        137.38        120.69
19        120.69        128.03        137.38        120.69
20        120.69        120.69        137.38        120.69
